ID,Utterance,Speaker,Dialogue_ID,Wav_Path,Label
965,나는 단 한 번도 아빠랑 가본 적이 없다.,User007M,Sess04_script01,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script01_User007M_021.wav,neutral
12053, 여기 익산역에는 사람이 없기 때문에 그런 사람이 없어.,User078F,Sess39_script03,./ETRI/KEMDy20_v1_1/wav/Session39/Sess39_script03_User078F_007.wav,neutral
6270,어 남의 친족이지만 이런 말 하면 안 되는데 진짜 극혐이다.,User044F,Sess22_script06,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script06_User044F_007.wav,disqust
10004, 진짜 한 요만 그 손가락만 한 게 튀었거든?,User065M,Sess33_script02,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script02_User065M_032.wav,neutral
9551,이게 제일 웃겨 그냥. ,User063M,Sess32_script03,./ETRI/KEMDy20_v1_1/wav/Session32/Sess32_script03_User063M_002.wav,happy
5533,또 생각하니까 슬프네.,User039M,Sess20_script02,./ETRI/KEMDy20_v1_1/wav/Session20/Sess20_script02_User039M_041.wav,sad
1116,실시간으로 지 친구한테 어 누구누구 너무 예쁘지 않냐 그때 내가 3학년이었고 고1이었으니까 고등학교 2학년 어떤 여자애  걔 너무 예쁘지 않냐 이러니까 그 친구가 걔한테 어 너 수연이 누난 어떡할라고 이러니까 걔가 어 너 수연이 가져 이랬단 말이야. ,User008F,Sess04_script04,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script04_User008F_012.wav,neutral
4447,그래가지고 엄청 세게 내려와가지고 이제 우리 차도 가고 있고 이 차도 탁 와가지고 이 우리 잘 가고 있는데 이 차가 안 멈춰가지고 우리 차를 박은 거야.,User029M,Sess15_script06,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script06_User029M_015.wav,neutral
9484,"어,  잘 일 없어 나는. ",User063M,Sess32_script01,./ETRI/KEMDy20_v1_1/wav/Session32/Sess32_script01_User063M_061.wav,happy
10125,발가락 양말을 신을 순 없잖아.,User065M,Sess33_script04,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script04_User065M_020.wav,neutral
1537, 일단 요즘은 품질은 낮되 대량 생산을 하는 편이잖아.,User010M,Sess05_script06,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script06_User010M_009.wav,neutral
1110,걔가  나 자습실에 있던 내 공책 보고 연락했는데 그게 사실은 자습실에 있던 모든 사람들한 모든 그 내 친구들한테도 연락을 했던 거야.,User008F,Sess04_script04,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script04_User008F_006.wav,neutral
7216,"응, 내가 다음에 한 번 해볼게.",User050F,Sess25_script05,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script05_User050F_020.wav,neutral
3098,아 저는 이제 없어가지고  지금 이제  혹시 어 혹시 여자친구 있으신가 보네요.,User014M,Sess07_script02,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script02_User014M_001.wav,neutral
1246,"있어야겠지, 사무직은.",User007M,Sess04_script06,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script06_User007M_015.wav,neutral
13390,사고 났던 경험 있어?,User084F,Sess17_script06,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script06_User084F_001.wav,happy
3399,그니까요.,User026F,Sess13_script01,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script01_User026F_016.wav,neutral
7522,나는 딱히 챙겨 보는 예능은 없었는데 나는 그래도 무한도전이 제일 재밌었던 것 같애.,User052F,Sess26_script05,./ETRI/KEMDy20_v1_1/wav/Session26/Sess26_script05_User052F_008.wav,neutral
10245,그거부터 가면 되겠구나.,User066M,Sess33_script06,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script06_User066M_026.wav,neutral
10395,그 뒤로 뭐 차단하고 그냥 무서워가지고. ,User068M,Sess34_script03,./ETRI/KEMDy20_v1_1/wav/Session34/Sess34_script03_User068M_020.wav,neutral
717,어 시끄럽다고.,User006M,Sess03_script03,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script03_User006M_012.wav,neutral
1156,그래서 그게 그런 거 때문인지 몰라도 더 친구처럼 느껴지는 거 같애.,User008F,Sess04_script05,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script05_User008F_005.wav,neutral
12000, 그 내가 이렇게 자고 있는데 갑자기 뭐가 흔들리는 거야.,User078F,Sess39_script02,./ETRI/KEMDy20_v1_1/wav/Session39/Sess39_script02_User078F_025.wav,neutral
3894,응 왜 보면은 학교에도 몇 명씩 있고.,User028M,Sess14_script02,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script02_User028M_016.wav,neutral
4256,그래가지고 그냥 지나가겠거니 했는데.,User029M,Sess15_script03,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script03_User029M_011.wav,neutral
8135,근데 뭐 딱히 접을 만한 게 없었어. ,User055M,Sess28_script06,./ETRI/KEMDy20_v1_1/wav/Session28/Sess28_script06_User055M_001.wav,neutral
8346,진짜로 침을 뱉고 있었던 거지.,User058F,Sess29_script03,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script03_User058F_027.wav,happy
6910,광주에서 나 진짜 많이 당했어.,User049M,Sess25_script01,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script01_User049M_021.wav,neutral
7268,그런 사람 있어?,User049M,Sess25_script05,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script05_User049M_041.wav,neutral
787,아 그런 게 따로 막 역할이 딱 정해져  역할이 정해져 있진 않은 것 같네.,User005M,Sess03_script04,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script04_User005M_014.wav,neutral
5249,"아 맞아,  아 근데 이제 안재현 안 나오니까 응.",User038F,Sess19_script03,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script03_User038F_005.wav,happy
426, 근데 이제 중간에 더우면 잠꼬대 같은 게 없고 일어 나요.,User004M,Sess02_script03,./ETRI/KEMDy20_v1_1/wav/Session02/Sess02_script03_User004M_011.wav,neutral
2971,물론 그치  아니 여성 어 여성 임원이든 어쨌든  적다고 해서 문제가 될 게 아니라 문제가 되고 있는 것도 아니고.,User019F,Sess10_script06,./ETRI/KEMDy20_v1_1/wav/Session10/Sess10_script06_User019F_004.wav,neutral
3984,어렸을 때.,User027F,Sess14_script04,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script04_User027F_004.wav,neutral
10444,젊은 남자 둘이서 치고받고 아줌마 어 아줌마들 뭐 그냥 뭐 집에 가 그냥 막 정신없고.,User068M,Sess34_script04,./ETRI/KEMDy20_v1_1/wav/Session34/Sess34_script04_User068M_005.wav,neutral
8878,그래서 어 엄마의 밥은 레어템 느낌이라고 해야되나?  ,User041F,Sess21_script03,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script03_User041F_003.wav,happy
9596,"어, 나피딘 진짜 천재야.",User064F,Sess32_script03,./ETRI/KEMDy20_v1_1/wav/Session32/Sess32_script03_User064F_022.wav,neutral
4301,그때 좀 그랬던 거 같애.,User029M,Sess15_script04,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script04_User029M_016.wav,neutral
6279,그래서 그래서 초코바 그거 돌려놓고 나중에 뒤에서 막 생색내고.,User044F,Sess22_script06,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script06_User044F_013.wav,neutral
5622,"요즘, 요즘 응 보면은 케이팝이나 뭐 한류가 약간 많이 뜨고 뭐 대세기도 하잖아요.",User040M,Sess20_script05,./ETRI/KEMDy20_v1_1/wav/Session20/Sess20_script05_User040M_001.wav,neutral
7024,생각이 없는 거지.,User050F,Sess25_script02,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script02_User050F_023.wav,angry
3207,해외여행이요? ,User013M,Sess07_script03,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script03_User013M_020.wav,neutral
3629," 근데 나도 약간 꼰대끼가 있긴 해, 있는 거 같긴 해.",User025F,Sess13_script04,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script04_User025F_027.wav,neutral
8247,"너무 웃겨,  어 너무 웃겨.",User058F,Sess29_script01,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script01_User058F_034.wav,happy
12232, 어 젊 어 젊은 사람 그 한국 사람 중에는 내가 제일 어리잖아. ,User078F,Sess39_script06,./ETRI/KEMDy20_v1_1/wav/Session39/Sess39_script06_User078F_012.wav,neutral
5129," 아아 코 많이, 코 많이 고시는구나.",User037M,Sess19_script01,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script01_User037M_005.wav,neutral
1898,우와 진짜 잘하나 보네.,User015F,Sess08_script01,./ETRI/KEMDy20_v1_1/wav/Session08/Sess08_script01_User015F_016.wav,surprise
3359, 예 그런 성격이어서.,User014M,Sess07_script06,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script06_User014M_023.wav,neutral
3487,옛날 시대.,User025F,Sess13_script02,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script02_User025F_019.wav,neutral
6904,어 나는 저기 유독 걸어 다니면은 그런 거 많이 당하는 스타일 이어가지고.,User050F,Sess25_script01,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script01_User050F_010.wav,neutral
11730, 나는 어떤 게 웃겼냐면 뭐 이렇게 불쌍한 사람들 후원해 줘야 된다고 막 이렇게 공개적으로 후원받는다고 뭐 하면서 결론적으로 누구였냐면 자기 아들이었어. ,User076F,Sess38_script03,./ETRI/KEMDy20_v1_1/wav/Session38/Sess38_script03_User076F_012.wav,happy
3764," 아까 벨트 막 매 이랬는데 애기가 안 보이고 그래서 뭔가 애기, 애기 왜 화면에 안 비춰주지  기다렸어. ",User026F,Sess13_script06,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script06_User026F_021.wav,sad
10380," 야 씨 좋다고 진짜 좋은 누나 만났다고 한 번 보고 보자고 그 전북대 지그재그 사거리 있는데 옛날에, 거기로 갔어.",User068M,Sess34_script03,./ETRI/KEMDy20_v1_1/wav/Session34/Sess34_script03_User068M_008.wav,happy
759, 내 여자친구는 잘 때 되게  침대를 대각선으로 써.,User006M,Sess03_script03,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script03_User006M_032.wav,happy
4982,어 집에 이렇게 쭉 가고 있다가 그니까 엄청 낯익은 애가 키가 키는 그냥 좀 존나 쪼만한 애가 누구랑 막 대화를 하고 있는 거야. ,User036M,Sess18_script03,./ETRI/KEMDy20_v1_1/wav/Session18/Sess18_script03_User036M_003.wav,happy
10133, 그 꼰대 딱 하면은 진짜 그 김 이사가 제일 먼저 떠오르고 그러고 용운이 형은 없지 않아 있어.,User065M,Sess33_script04,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script04_User065M_024.wav,neutral
9203," 이렇게, 이렇게, 이렇게 뭔가 근데 이 친구는 컥 하고 갑자기 숨을 안 쉬는 거야. ",User061M,Sess31_script03,./ETRI/KEMDy20_v1_1/wav/Session31/Sess31_script03_User061M_027.wav,happy
1437, 내가 좀 평소에도 많이 말도 없고 냉소해서 그 주변 사람이 나한테 좀 다가오기 많이 꺼려 해서 내가 먼저 다가가야겠단 필요성을 많이 느끼긴 해.,User010M,Sess05_script03,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script03_User010M_021.wav,neutral
7517,"MC몽, 이수근, 은지원, 이승기, 김 씨 그리고 김종민.",User051M,Sess26_script05,./ETRI/KEMDy20_v1_1/wav/Session26/Sess26_script05_User051M_003.wav,neutral
9644, 아 신서유기 재밌지 어.,User063M,Sess32_script03,./ETRI/KEMDy20_v1_1/wav/Session32/Sess32_script03_User063M_055.wav,neutral
11293,이 가는 거랑 응.,User073F,Sess37_script01,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script01_User073F_010.wav,neutral
2444,아 이 가는 소리를 들어 봤거든. ,User018M,Sess09_script03,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script03_User018M_029.wav,neutral
8164,"그렇죠, 지금 상황도 다르고 시대도 다르고 시기도 다른데.",User056M,Sess28_script06,./ETRI/KEMDy20_v1_1/wav/Session28/Sess28_script06_User056M_004.wav,neutral
5488," 근데 걔가 심지어 걔는 학교가 원주였어 사, 집은 서울이었는데.",User039M,Sess20_script02,./ETRI/KEMDy20_v1_1/wav/Session20/Sess20_script02_User039M_010.wav,neutral
9001,"근데  그때 고등학교 땐가 아무 생각 없이 갔는데  지하철을 혼자 탈 줄 모르는 거야, 생각해보니까. ",User041F,Sess21_script05,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script05_User041F_025.wav,neutral
8993, 그 내가 그 대전을 오랜만에 갔는데 지하철을 타야 했단 말이야?,User042F,Sess21_script05,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script05_User042F_007.wav,neutral
8163,그런 거 아니잖아.,User055M,Sess28_script06,./ETRI/KEMDy20_v1_1/wav/Session28/Sess28_script06_User055M_027.wav,neutral
1280, 나는 안 하지. ,User010M,Sess05_script01,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script01_User010M_001.wav,neutral
7002,"왜 봐, 애초에 안 보면 싸울 일도 없잖아.",User050F,Sess25_script02,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script02_User050F_015.wav,neutral
954, 아 이거는 좀 엄마 나이에 좀 너무 늙어 보이지 않을까?,User008F,Sess04_script01,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script01_User008F_022.wav,neutral
9033,근데 그 애들이랑 대천을 갔어.,User041F,Sess21_script06,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script06_User041F_007.wav,neutral
11751,어어 나는 잠깐잠깐 지나가다가 그냥 한 번 웃고 지나가는 일들이여가지고 막 기억에 남지는 않아. ,User076F,Sess38_script03,./ETRI/KEMDy20_v1_1/wav/Session38/Sess38_script03_User076F_020.wav,happy
9612, 아 근데 나 무한도전 재미없어.,User064F,Sess32_script03,./ETRI/KEMDy20_v1_1/wav/Session32/Sess32_script03_User064F_030.wav,neutral
10398,황당한 일이나 음.,User068M,Sess34_script03,./ETRI/KEMDy20_v1_1/wav/Session34/Sess34_script03_User068M_023.wav,neutral
4227,어우 그래도 싫지.,User030M,Sess15_script02,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script02_User030M_025.wav,neutral
2361,"아 그지, 기성세대 응.",User018M,Sess09_script02,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script02_User018M_025.wav,neutral
3078,네 아아 그때마다. ,User014M,Sess07_script01,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script01_User014M_052.wav,neutral
10060,그니까 딱 한 번 본 게 그건데 그게 아마 전소민 안  나왔던 거 아이고 잠깐만.,User066M,Sess33_script03,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script03_User066M_032.wav,neutral
12123,어차피 나이 들고 나 로봇 자체가 나가 나는 나이는 먹지만 그 로봇 자체는 나이를 먹지 않을 거 아니야.,User078F,Sess39_script04,./ETRI/KEMDy20_v1_1/wav/Session39/Sess39_script04_User078F_021.wav,neutral
3571, 이건 어땠어?,User025F,Sess13_script04,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script04_User025F_001.wav,happy
12097,"근데 그 사람, 그 로봇에 대한 인식을 만들 수 있을 거 같다고 난 생각을 들기는 해.",User078F,Sess39_script04,./ETRI/KEMDy20_v1_1/wav/Session39/Sess39_script04_User078F_008.wav,neutral
8147,그러면서 니네도 야근하냐 우리도 야근한다.,User055M,Sess28_script06,./ETRI/KEMDy20_v1_1/wav/Session28/Sess28_script06_User055M_011.wav,neutral
8257,"그때 우리 톡 방에서 소 떠내려가고 한 동영상, 그거 엄청 안타깝더라.",User057F,Sess29_script02,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script02_User057F_002.wav,neutral
4304,어 지금은 막 못 먹겠다고 빼고 막.,User029M,Sess15_script04,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script04_User029M_018.wav,neutral
8408,"그래서 며칠 전에도 먹었어, 잡채.",User057F,Sess29_script05,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script05_User057F_006.wav,neutral
1545,그럼 막 솔직히 막 지금 도시나 그런 게 다 마비되지 않을까.,User009M,Sess05_script06,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script06_User009M_016.wav,neutral
7006,근데 그거 좀 상대적인 거 같애.,User049M,Sess25_script02,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script02_User049M_018.wav,neutral
10035,재밌었다.,User065M,Sess33_script03,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script03_User065M_011.wav,happy
3126,혹시 뭐 남사친 여사친에 대해서 뭐 어떻게 생각하세요? ,User013M,Sess07_script02,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script02_User013M_012.wav,neutral
4074,근데도 어 난 아직까지 그니까 내가 군대를 오빠는 군대를 중간에 의가사 했잖아.,User028M,Sess14_script06,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script06_User028M_008.wav,neutral
3592, 왜 그걸 해야 되냐고. ,User025F,Sess13_script04,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script04_User025F_012.wav,neutral
9014," 언니랑 그 그 그 팬더 팬더 그 분 다크서클 남 부르는 어, 그래서 부르는 거야.",User042F,Sess21_script06,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script06_User042F_009.wav,neutral
5256, 피오랑 송민호랑.,User037M,Sess19_script03,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script03_User037M_011.wav,neutral
9271,참 이런 입장이  이렇게 생각을 하는 거부터가 참  너무 맞는 말이니까.,User061M,Sess31_script05,./ETRI/KEMDy20_v1_1/wav/Session31/Sess31_script05_User061M_005.wav,neutral
3484, 물론 다 그런 건 아니지만.,User026F,Sess13_script02,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script02_User026F_014.wav,neutral
313,아니에요. ,User004M,Sess02_script01,./ETRI/KEMDy20_v1_1/wav/Session02/Sess02_script01_User004M_002.wav,happy
10467, 그치 그거는.,User068M,Sess34_script04,./ETRI/KEMDy20_v1_1/wav/Session34/Sess34_script04_User068M_023.wav,neutral
2110,"어어 에어 에어컨 터져가지고 한 번 또 그러고 그때는 진짜 그래가지고 그때 우리 학교가 좀 동그랗게 생겼었단 말이야, 이렇게.",User016F,Sess08_script04,./ETRI/KEMDy20_v1_1/wav/Session08/Sess08_script04_User016F_021.wav,neutral
13142, 꿈에서는 무슨 꿈을 그렇게 뭔 이게 뭔 좋은 일이 있었으니까 막 히드득 거리고 막 웃고 그랬을 거 아니야.,User083F,Sess17_script01,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script01_User083F_011.wav,neutral
10123,근데 쪼리 신었을 땐 나는 맨발로 가긴 했어.,User065M,Sess33_script04,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script04_User065M_019.wav,neutral
1375,아 그건 아니였어?,User009M,Sess05_script02,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script02_User009M_022.wav,neutral
11341,언니는 응.,User074F,Sess37_script02,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script02_User074F_009.wav,neutral
5565,"흐, 흐느적 거리는 거 어.",User040M,Sess20_script03,./ETRI/KEMDy20_v1_1/wav/Session20/Sess20_script03_User040M_007.wav,neutral
5398,"없, 없었는데 잘은 모르겠는데 별로 안 친한 친구 프로필이 그 헤어지신 거 같은데 그 프로필 상태 메세지에다가 .",User038F,Sess19_script06,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script06_User038F_001.wav,neutral
13246, 위로는커녕 뭐 이런 게 아 엇 없다 보니까 내 주위 사람들도 마찬가지고.,User083F,Sess17_script03,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script03_User083F_004.wav,neutral
5220,맞아 맞아 그거 그거야.  ,User038F,Sess19_script02,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script02_User038F_009.wav,neutral
13377, 결혼하자 결혼하자마자부터 아팠어. ,User084F,Sess17_script05,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script05_User084F_004.wav,sad
11306,긍게 아빠가 코를 많이 고니까 엄마가 맨날 나와서 자잖아.,User074F,Sess37_script01,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script01_User074F_018.wav,neutral
3731,너무 여러 개가 겹쳐가지고 총체적 난국이라고 해야 되나?,User026F,Sess13_script06,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script06_User026F_007.wav,neutral
1476,그냥 최대한 잘해줄려고 생각은 하고 있는데 아직 그렇게 막 후배랑 친하게 지내본 적도 딱히 없어가지고  그냥 뭐 나도 최대한 노력해 봐야지.,User009M,Sess05_script04,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script04_User009M_022.wav,neutral
3820,그거 무한도전 보면서 제일 재밌었던 거 나 그 정총무가 쏜다는 거 있잖아.,User027F,Sess14_script01,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script01_User027F_023.wav,happy
5570,"2층 생활관 들어가서 딱 앉았는데 침대에 원래 얼굴을 이렇게 벽에닥, 벽에다가 얼굴을 대고 자야 되는데 가끔씩 이제 조금 시, 에어컨 바람 세게 쐬고 싶어서 이렇게 거꾸로 자는 사람이 있어 발 대는데 어, 얼굴 대고 자는 사람이  그렇게 자는 사람이 있었는데 걔가 이제 몽유병 상태로 이제 어떤 방에 들어가서 딱 침대에 앉았는데 얼굴에 앉은 거지.",User039M,Sess20_script03,./ETRI/KEMDy20_v1_1/wav/Session20/Sess20_script03_User039M_030.wav,neutral
2766,그렇게 치면 세상 사람들 나이 먹으면 다 꼰대지. ,User019F,Sess10_script02,./ETRI/KEMDy20_v1_1/wav/Session10/Sess10_script02_User019F_013.wav,neutral
5195, 나도 몰라.  ,User037M,Sess19_script01,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script01_User037M_040.wav,happy
8858,진짜 아니 그게 사람이 할 짓이야? ,User041F,Sess21_script02,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script02_User041F_012.wav,angry
2391,그게 두세 번밖에 안 돼? ,User018M,Sess09_script03,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script03_User018M_003.wav,surprise
11310,못 자겠더라고.,User073F,Sess37_script01,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script01_User073F_022.wav,neutral
10452,와 근데 다음 날 쓰레기봉투 접는 게 있어 쓰레기봉투도 한 한 500장 접었나?,User068M,Sess34_script04,./ETRI/KEMDy20_v1_1/wav/Session34/Sess34_script04_User068M_012.wav,neutral
9931,으음 그때 잠깐 나왔을 거야 아마.,User065M,Sess33_script01,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script01_User065M_021.wav,neutral
2154,내 친구들도 알바확실히 그 서비스 알바한 애들은 진짜 많이 치이고 하니까 심적으로 너무 맨날 막 화장실 가서 울고 하는 걸 너무 많이 봐서 와 그래서 난 감정 알바 서비스 알바 안 하잖아. ,User015F,Sess08_script05,./ETRI/KEMDy20_v1_1/wav/Session08/Sess08_script05_User015F_018.wav,disqust
3884, 어이가 없었지.,User027F,Sess14_script02,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script02_User027F_016.wav,neutral
6205,맞아 아주머니 개 웃겨 너무 웃겨.,User044F,Sess22_script05,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script05_User044F_003.wav,happy
3939,으음 나는 막 욕도 좀 많이 하고 그래.,User028M,Sess14_script03,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script03_User028M_014.wav,neutral
2354,후배가 밥 먹는데 나를 움직이게 했는데 불편하냐고 물어봤잖아. ,User018M,Sess09_script02,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script02_User018M_021.wav,neutral
2401," 근데 너희는 군대 그 형식이 어떻게 됐어, 침대였어? ",User018M,Sess09_script03,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script03_User018M_008.wav,neutral
4284,어어 그거 아마 1학기 때 일 거야.,User030M,Sess15_script04,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script04_User030M_002.wav,neutral
3134, 만약에 이제 뭐 어떻게 어떻게 해서 이렇게 이렇게 잠깐 얘기를 하겠다 이렇게 말해주면 좋은데 얘기도 없이 그냥 갑자기 연락을 했는데 술 이렇게 막 얘기를 하고 있다 남사친이랑  그럼 좀 저는 황당할 거 같애요.,User014M,Sess07_script02,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script02_User014M_025.wav,neutral
3256,혹시 뭐 꼰대 같이 한 행동들 있나요? ,User013M,Sess07_script04,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script04_User013M_018.wav,neutral
2885,집이 원래 그래가지고. ,User019F,Sess10_script04,./ETRI/KEMDy20_v1_1/wav/Session10/Sess10_script04_User019F_010.wav,neutral
2107, 그래가지고 그 도덕 선생님이 계셨거든.,User016F,Sess08_script04,./ETRI/KEMDy20_v1_1/wav/Session08/Sess08_script04_User016F_019.wav,neutral
3176,그러면 이제 후임이 만약에 코를 많이 골아가지고 잠을 못 잘 땐 어떻게 하셨는지.,User014M,Sess07_script03,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script03_User014M_013.wav,neutral
11403,버려도 꼭 하더라고 밥을.,User073F,Sess37_script03,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script03_User073F_014.wav,neutral
11536,응 초반에 했던 거 같애.,User073F,Sess37_script05,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script05_User073F_031.wav,neutral
12007,"아 그치, 아 그때 그렇게 됐 됐다고. ",User077F,Sess39_script02,./ETRI/KEMDy20_v1_1/wav/Session39/Sess39_script02_User077F_025.wav,neutral
3900,교수님이 아니더라도 주위 사람들이어도.,User027F,Sess14_script02,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script02_User027F_026.wav,neutral
3372, 유튜브 클립으로만 봤는데.,User025F,Sess13_script01,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script01_User025F_004.wav,neutral
1324,너는 나 본 적 있어?,User010M,Sess05_script01,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script01_User010M_019.wav,neutral
8187,"요새 어제 어, 그런 거 같애.",User057F,Sess29_script01,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script01_User057F_004.wav,neutral
3157, 아 그러게요. ,User014M,Sess07_script03,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script03_User014M_001.wav,neutral
528,그니까 남 탓이  아 나도 잘못을 했지만 쟤도 잘못이 있어가 안 돼요.,User003F,Sess02_script05,./ETRI/KEMDy20_v1_1/wav/Session02/Sess02_script05_User003F_019.wav,neutral
3291,그니까 친구 웬만하면 친구한테 말하는데 음 진 까 친구면 같은 저랑 같은 연령대잖아요. ,User013M,Sess07_script05,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script05_User013M_014.wav,neutral
3955,까다로운 친구지.,User027F,Sess14_script03,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script03_User027F_020.wav,happy
2274,요새도 그렇고 음 한 군대 갔다 와서는 밖에 잘 안 나가는 거 같애 사람들 만나러. ,User018M,Sess09_script01,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script01_User018M_016.wav,neutral
6189, 그치 코로나는 안 걸렸으면 다행이고  미국에 있으니까.  ,User043F,Sess22_script04,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script04_User043F_014.wav,happy
6037, 그럼 나머지 둘이 없어.,User044F,Sess22_script01,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script01_User044F_016.wav,neutral
